destination,country,tags,description,rating,popularity,price_level
Schokland and Surroundings,Netherlands,Cultural Europe and North America Historic Landmark World Heritage," Schokland was a peninsula that by the 15th century had become an island. Occupied and then abandoned as the sea encroached, it had to be evacuated in 1859. But following the draining of the Zuider Zee, it has, since the 1940s, formed part of the land reclaimed from the sea. Schokland has vestiges of human habitation going back to prehistoric times. It symbolizes the heroic, age-old struggle of the people of the Netherlands against the encroachment of the waters. ",4.5,89,2
St Petersburg,Russia,City Trip Culture History Art Nightlife Party,"Grand palaces and winding canals create an enchanting atmosphere, where every corner reveals rich history and artistic treasures.",4.0,60,3
"Strasbourg, Grande-Île and <em>Neustadt</em>",France,Cultural Europe and North America Historic Landmark World Heritage," The initial property, inscribed in 1988 on the World Heritage List, was formed by the Grande-Île, the historic centre of Strasbourg, structured around the cathedral. The extension concerns the Neustadt, new town, designed and built under the German administration (1871-1918). The Neustadt draws the inspiration for its urban layout partially from the Haussmannian model, while adopting an architectural idiom of Germanic inspiration. This dual influence has enabled the creation of an urban space that is specific to Strasbourg, where the perspectives created around the cathedral open to a unified landscape around the rivers and canals. ",4.6,91,1
Cuenca,Ecuador,City Trip Nature Landscape Culture History Art,"Cobblestone streets lined with colonial architecture and vibrant markets create a charming atmosphere, inviting you to explore its rich cultural heritage.",3.5,76,1
Henderson Island,United Kingdom of Great Britain and Northern Ireland,Natural Europe and North America Historic Landmark World Heritage," Henderson Island, which lies in the eastern South Pacific, is one of the few atolls in the world whose ecology has been practically untouched by a human presence. Its isolated location provides the ideal context for studying the dynamics of insular evolution and natural selection. It is particularly notable for the 10 plants and four land birds that are endemic to the island. ",5.0,66,2
Lower Valley of the Awash,Ethiopia,Cultural Africa Historic Landmark World Heritage," The Awash valley contains one of the most important groupings of palaeontological sites on the African continent. The remains found at the site, the oldest of which date back at least 4 million years, provide evidence of human evolution which has modified our conception of the history of humankind. The most spectacular discovery came in 1974, when 52 fragments of a skeleton enabled the famous Lucy to be reconstructed. ",4.9,76,1
Coro and its Port,Venezuela (Bolivarian Republic of),Cultural Latin America and the Caribbean Historic Landmark World Heritage," With its earthen constructions unique to the Caribbean, Coro is the only surviving example of a rich fusion of local traditions with Spanish Mudéjar and Dutch architectural techniques. One of the first colonial towns (founded in 1527), it has some 602 historic buildings. ",4.8,56,2
Tehran,Iran,City Trip Culture History Art,"Bustling bazaars and serene parks coexist with historic palaces and modern art scenes, offering a rich tapestry of culture and hospitality.",4.6,77,1
Nairobi,Kenya,City Trip Nature Landscape Culture History Art Adventure Hiking,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",4.0,88,3
Old Havana and its Fortification System,Cuba,Cultural Latin America and the Caribbean Historic Landmark World Heritage," Havana was founded in 1519 by the Spanish. By the 17th century, it had become one of the Caribbean's main centres for ship-building. Although it is today a sprawling metropolis of 2 million inhabitants, its old centre retains an interesting mix of Baroque and neoclassical monuments, and a homogeneous ensemble of private houses with arcades, balconies, wrought-iron gates and internal courtyards. ",5.0,90,2
Sewell Mining Town,Chile,Cultural Latin America and the Caribbean Historic Landmark World Heritage," Situated at 2,000 m in the Andes, 60 km to the east of Rancagua, in an environment marked by extremes of climate, Sewell Mining Town was built by the Braden Copper company in 1905 to house workers at what was to become the world&rsquo;s largest underground copper mine, El Teniente. It is an outstanding example of the company towns that were born in many remote parts of the world from the fusion of local labour and resources from an industrialized nation, to mine and process high-value natural resources. The town was built on a terrain too steep for wheeled vehicles around a large central staircase rising from the railway station. Along its route formal squares of irregular shape with ornamental trees and plants constituted the main public spaces or squares of the town. The buildings lining the streets are timber, often painted in vivid green, yellow, red and blue. At its peak Sewell numbered 15,000 inhabitants, but was largely abandoned in the 1970s. ",4.7,53,1
"Rabat, Modern Capital and Historic City: a Shared Heritage",Morocco,Cultural Arab States Historic Landmark World Heritage," Located on the Atlantic coast in the north-west of Morocco, the site is the product of a fertile exchange between the Arabo-Muslim past and Western modernism. The inscribed city encompasses the new town conceived and built under the French Protectorate from 1912 to the 1930s, including royal and administrative areas, residential and commercial developments and the Jardins d’Essais botanical and pleasure gardens. It also encompasses older parts of the city dating back to the 12thcentury. The new town is one of the largest and most ambitious modern urban projects built in Africa in the 20th century and probably the most complete. The older parts include Hassan Mosque (begun in 1184) and the Almohad ramparts and gates, the only surviving parts of the project for a great capital city of the Almohad caliphate as well as remains from the Moorish, or Andalusian, principality of the 17thcentury. ",4.7,50,3
Gough and Inaccessible Islands,United Kingdom of Great Britain and Northern Ireland,Natural Europe and North America Historic Landmark World Heritage," The site, located in the south Atlantic, is one of the least-disrupted island and marine ecosystems in the cool temperate zone. The spectacular cliffs of Gough and Inaccessible Islands, towering above the ocean, are free of introduced mammals and home to one of the world’s largest colonies of sea birds. Gough Island is home to two endemic species of land birds, the gallinule and the Gough rowettie, as well as to 12 endemic species of plants, while Inaccessible Island boasts two birds, eight plants and at least 10 invertebrates endemic to the island. ",5.0,52,2
